genbank_accession,file,path,IG_TR_gene_Coverage,IG_TR_gene_Percent_id,IG_TR_gene_Problematic,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_Coverage,IG_TR_pseudogene_Percent_id,IG_TR_pseudogene_Problematic,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_Coverage,TEC_Percent_id,TEC_Problematic,TEC_mapped,TEC_percentage,TEC_total,artifact_Coverage,artifact_Percent_id,artifact_Problematic,artifact_mapped,artifact_percentage,artifact_total,lncRNA_Coverage,lncRNA_Percent_id,lncRNA_Problematic,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_Coverage,miRNA_Percent_id,miRNA_Problematic,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_Coverage,misc_RNA_Percent_id,misc_RNA_Problematic,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,non_stop_decay_Coverage,non_stop_decay_Percent_id,non_stop_decay_Problematic,non_stop_decay_mapped,non_stop_decay_percentage,non_stop_decay_total,nonsense_mediated_decay_Coverage,nonsense_mediated_decay_Percent_id,nonsense_mediated_decay_Problematic,nonsense_mediated_decay_mapped,nonsense_mediated_decay_percentage,nonsense_mediated_decay_total,processed_pseudogene_Coverage,processed_pseudogene_Percent_id,processed_pseudogene_Problematic,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,processed_transcript_Coverage,processed_transcript_Percent_id,processed_transcript_Problematic,processed_transcript_mapped,processed_transcript_percentage,processed_transcript_total,protein_coding_CDS_not_defined_Coverage,protein_coding_CDS_not_defined_Percent_id,protein_coding_CDS_not_defined_Problematic,protein_coding_CDS_not_defined_mapped,protein_coding_CDS_not_defined_percentage,protein_coding_CDS_not_defined_total,protein_coding_Coverage,protein_coding_LoF_Coverage,protein_coding_LoF_Percent_id,protein_coding_LoF_Problematic,protein_coding_LoF_mapped,protein_coding_LoF_percentage,protein_coding_LoF_total,protein_coding_Percent_id,protein_coding_Problematic,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_Coverage,pseudogene_Percent_id,pseudogene_Problematic,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_Coverage,rRNA_Percent_id,rRNA_Problematic,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_Coverage,rRNA_pseudogene_Percent_id,rRNA_pseudogene_Problematic,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,retained_intron_Coverage,retained_intron_Percent_id,retained_intron_Problematic,retained_intron_mapped,retained_intron_percentage,retained_intron_total,ribozyme_Coverage,ribozyme_Percent_id,ribozyme_Problematic,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_Coverage,sRNA_Percent_id,sRNA_Problematic,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_Coverage,scRNA_Percent_id,scRNA_Problematic,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_Coverage,scaRNA_Percent_id,scaRNA_Problematic,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_Coverage,snRNA_Percent_id,snRNA_Problematic,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_Coverage,snoRNA_Percent_id,snoRNA_Problematic,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_Coverage,unitary_pseudogene_Percent_id,unitary_pseudogene_Problematic,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_Coverage,unprocessed_pseudogene_Percent_id,unprocessed_pseudogene_Problematic,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_Coverage,vault_RNA_Percent_id,vault_RNA_Problematic,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_44165565.1,GCA_044165565.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165565.1/GCA_044165565.1_mapping_stats.mapping_stats.txt,99.99,99.79,1,331,78.81,420,99.61,99.22,3,187,78.9,237,99.88,99.88,3,1104,99.73,1107,100,99.98,0,7,36.84,19,99.86,99.84,550,185315,99.06,187074,99.99,99.92,2,1864,99.31,1877,99.87,99.85,3,2195,99.37,2209,100,99.93,0,102,100,102,99.98,99.95,6,21100,99.88,21126,99.95,99.87,9,10458,99.52,10508,100,99.8,0,5,100,5,99.98,99.93,16,26301,99.94,26318,99.97,99.91,99.83,0,74,100,74,99.94,53,88946,99.86,89075,100,99.77,0,4,100,4,100,99.85,0,53,100,99.94,99.89,1,489,100,489,53,99.95,99.93,20,33999,99.91,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.97,0,48,97.96,49,99.93,99.89,2,1877,99.15,1893,99.95,99.82,2,939,100,939,99.67,99.88,2,258,99.61,259,99.74,99.75,16,3257,98.31,3313,100,100,0,4,100,4
GCA_44166635.1,GCA_044166635.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166635.1/GCA_044166635.1_mapping_stats.mapping_stats.txt,99.8,99.51,6,394,93.81,420,99.78,99.38,2,232,97.89,237,99.94,99.87,1,1105,99.82,1107,100,99.98,0,7,36.84,19,99.87,99.86,576,185625,99.23,187074,99.95,99.9,3,1869,99.57,1877,99.95,99.89,1,2198,99.5,2209,100,99.93,0,102,100,102,99.97,99.94,11,21096,99.86,21126,99.94,99.88,10,10454,99.49,10508,100,99.89,0,5,100,5,99.98,99.94,14,26287,99.88,26318,99.95,99.9,99.83,0,74,100,74,99.94,84,88961,99.87,89075,100,99.83,0,4,100,4,100,99.89,0,52,98.11,99.99,99.9,0,489,100,489,53,99.94,99.92,33,33998,99.91,34029,100,99.87,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.98,0,49,100,49,99.61,99.81,8,1879,99.26,1893,99.95,99.84,2,938,99.89,939,99.85,99.87,2,259,100,259,99.72,99.74,21,3261,98.43,3313,100,99.72,0,4,100,4
GCA_44165025.1,GCA_044165025.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165025.1/GCA_044165025.1_mapping_stats.mapping_stats.txt,99.57,99.55,4,379,90.24,420,99.98,99.84,0,225,94.94,237,99.93,99.88,2,1105,99.82,1107,99.95,99.93,0,7,36.84,19,99.68,99.76,1231,185294,99.05,187074,99.99,99.92,2,1864,99.31,1877,99.89,99.87,3,2194,99.32,2209,99.99,99.93,0,102,100,102,99.98,99.95,9,21087,99.82,21126,99.95,99.89,9,10457,99.51,10508,100,99.9,0,5,100,5,99.98,99.94,10,26281,99.86,26318,99.97,99.9,99.84,0,73,98.65,74,99.93,69,88863,99.76,89075,100,99.76,0,4,100,4,100,99.91,0,52,98.11,99.84,99.91,1,489,100,489,53,99.97,99.94,16,33984,99.87,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.99,0,47,95.92,49,99.94,99.9,1,1873,98.94,1893,99.95,99.84,2,937,99.79,939,99.91,99.87,1,259,100,259,99.68,99.67,21,3221,97.22,3313,100,100,0,4,100,4
GCA_18472765.3,GCA_018472765.3_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018472765.3/GCA_018472765.3_mapping_stats.mapping_stats.txt,99.97,99.73,3,406,96.67,420,99.77,99.3,2,228,96.2,237,99.92,99.88,2,1104,99.73,1107,99.99,99.93,0,8,42.11,19,99.8,99.78,895,184822,98.8,187074,99.95,99.92,2,1869,99.57,1877,99.89,99.85,3,2198,99.5,2209,100,99.94,0,102,100,102,99.94,99.94,26,21097,99.86,21126,99.93,99.88,12,10462,99.56,10508,100,99.84,0,5,100,5,99.98,99.94,14,26287,99.88,26318,99.96,99.9,99.81,0,74,100,74,99.94,82,88948,99.86,89075,100,99.81,0,4,100,4,100,99.89,0,52,98.11,99.95,99.84,2,488,99.8,489,53,99.97,99.93,27,33975,99.84,34029,100,100,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,49,100,49,99.93,99.9,2,1879,99.26,1893,99.94,99.83,2,937,99.79,939,99.69,99.87,2,258,99.61,259,99.62,99.69,25,3244,97.92,3313,100,99.72,0,4,100,4
GCA_43304655.1,GCA_043304655.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304655.1/GCA_043304655.1_mapping_stats.mapping_stats.txt,99.68,99.57,7,390,92.86,420,99.99,99.84,0,232,97.89,237,99.95,99.88,1,1106,99.91,1107,100,99.96,0,7,36.84,19,99.84,99.84,734,184883,98.83,187074,99.93,99.88,3,1869,99.57,1877,99.88,99.89,3,2199,99.55,2209,100,99.94,0,101,99.02,102,99.98,99.94,19,21095,99.85,21126,99.92,99.87,12,10469,99.63,10508,100,99.83,0,5,100,5,99.98,99.93,10,26281,99.86,26318,99.96,99.95,99.72,1,73,98.65,74,99.93,79,88865,99.76,89075,100,99.72,0,4,100,4,100,99.82,0,52,98.11,99.98,99.9,0,489,100,489,53,99.95,99.92,32,33991,99.89,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,97,98.97,0,1,100,1,100,99.92,0,49,100,49,99.91,99.87,3,1875,99.05,1893,99.98,99.89,1,934,99.47,939,99.91,99.88,1,259,100,259,99.74,99.74,23,3259,98.37,3313,100,100,0,4,100,4
GCA_18469955.2,GCA_018469955.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018469955.2/GCA_018469955.2_mapping_stats.mapping_stats.txt,99.79,99.65,4,382,90.95,420,99.98,99.77,0,223,94.09,237,99.9,99.85,2,1102,99.55,1107,99.99,99.9,0,7,36.84,19,99.86,99.84,685,184760,98.76,187074,99.98,99.9,3,1868,99.52,1877,99.96,99.89,1,2198,99.5,2209,100,99.94,0,102,100,102,99.97,99.94,20,21099,99.87,21126,99.93,99.85,13,10456,99.51,10508,100,99.8,0,5,100,5,99.98,99.93,13,26291,99.9,26318,99.96,99.96,99.82,0,74,100,74,99.92,93,88928,99.83,89075,100,99.96,0,4,100,4,100,99.86,0,50,94.34,99.95,99.84,1,488,99.8,489,53,99.97,99.93,22,34006,99.93,34029,100,99.87,0,8,100,8,99.47,99.86,0,5,100,5,100,100,0,1,100,1,100,99.97,0,48,97.96,49,99.93,99.87,2,1872,98.89,1893,99.94,99.8,2,938,99.89,939,99.98,99.87,0,258,99.61,259,99.77,99.71,16,3243,97.89,3313,100,100,0,4,100,4
GCA_43304535.1,GCA_043304535.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304535.1/GCA_043304535.1_mapping_stats.mapping_stats.txt,99.85,99.58,4,408,97.14,420,99.86,99.25,2,227,95.78,237,99.91,99.81,2,1102,99.55,1107,100,99.88,0,7,36.84,19,99.86,99.84,664,185108,98.95,187074,99.98,99.9,4,1869,99.57,1877,99.96,99.88,1,2201,99.64,2209,100,99.92,0,102,100,102,99.96,99.93,27,21079,99.78,21126,99.95,99.86,6,10464,99.58,10508,99.98,99.84,0,5,100,5,99.98,99.93,10,26274,99.83,26318,99.95,99.97,99.78,0,74,100,74,99.92,92,88900,99.8,89075,100,99.78,0,4,100,4,100,99.84,0,53,100,99.81,99.85,1,489,100,489,53,99.97,99.92,19,33965,99.81,34029,100,99.88,0,8,100,8,100,100,0,5,100,5,98.5,98.98,0,1,100,1,100,99.92,0,49,100,49,99.94,99.88,1,1877,99.15,1893,99.95,99.81,2,938,99.89,939,99.97,99.88,0,258,99.61,259,99.68,99.66,24,3262,98.46,3313,100,100,0,4,100,4
GCA_43304965.1,GCA_043304965.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304965.1/GCA_043304965.1_mapping_stats.mapping_stats.txt,99.73,99.68,3,380,90.48,420,99.97,99.79,0,221,93.25,237,99.95,99.86,0,1103,99.64,1107,100,99.92,0,7,36.84,19,99.83,99.83,799,185102,98.95,187074,99.99,99.91,2,1869,99.57,1877,99.92,99.87,2,2201,99.64,2209,100,99.93,0,101,99.02,102,99.96,99.93,29,21090,99.83,21126,99.92,99.86,10,10466,99.6,10508,100,99.8,0,5,100,5,99.97,99.92,21,26253,99.75,26318,99.95,99.91,99.83,0,74,100,74,99.92,100,88836,99.73,89075,100,99.84,0,4,100,4,100,99.83,0,53,100,99.82,99.9,1,488,99.8,489,53,99.95,99.92,31,33977,99.85,34029,100,99.84,0,8,100,8,100,100,0,5,100,5,98.5,98.98,0,1,100,1,100,99.96,0,49,100,49,99.92,99.85,3,1880,99.31,1893,99.94,99.81,2,936,99.68,939,99.97,99.86,0,259,100,259,99.85,99.77,12,3245,97.95,3313,100,99.44,0,4,100,4
GCA_18472825.2,GCA_018472825.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018472825.2/GCA_018472825.2_mapping_stats.mapping_stats.txt,99.77,99.61,5,373,88.81,420,99.87,99.31,2,217,91.56,237,99.92,99.85,1,1105,99.82,1107,100,99.94,0,7,36.84,19,99.65,99.8,1316,185085,98.94,187074,99.95,99.89,3,1860,99.09,1877,99.9,99.85,3,2200,99.59,2209,100,99.93,0,102,100,102,99.97,99.93,18,21086,99.81,21126,99.92,99.83,14,10450,99.45,10508,100,99.79,0,5,100,5,99.97,99.92,19,26285,99.87,26318,99.96,99.97,99.82,0,74,100,74,99.93,81,88937,99.85,89075,100,99.72,0,4,100,4,99.97,99.79,0,50,94.34,99.95,99.86,1,488,99.8,489,53,99.95,99.91,34,33983,99.86,34029,100,99.76,0,8,100,8,100,99.88,0,5,100,5,98.49,98.98,0,1,100,1,100,99.95,0,49,100,49,99.93,99.88,2,1873,98.94,1893,99.9,99.79,3,936,99.68,939,99.9,99.87,1,257,99.23,259,99.56,99.7,28,3258,98.34,3313,100,100,0,4,100,4
GCA_43304515.1,GCA_043304515.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304515.1/GCA_043304515.1_mapping_stats.mapping_stats.txt,99.77,99.49,5,378,90,420,99.85,99.83,1,222,93.67,237,99.87,99.87,3,1106,99.91,1107,100,99.94,0,7,36.84,19,99.9,99.86,415,184864,98.82,187074,99.99,99.93,2,1863,99.25,1877,99.95,99.89,2,2199,99.55,2209,100,99.95,0,102,100,102,99.94,99.95,19,21089,99.82,21126,99.95,99.88,10,10463,99.57,10508,99.98,99.79,0,5,100,5,99.98,99.94,12,26294,99.91,26318,99.97,99.99,99.87,0,74,100,74,99.94,57,88931,99.84,89075,100,99.8,0,4,100,4,100,99.88,0,52,98.11,99.95,99.85,1,489,100,489,53,99.95,99.94,24,33975,99.84,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.99,0,49,100,49,99.93,99.89,2,1871,98.84,1893,99.97,99.89,1,939,100,939,99.76,99.89,1,258,99.61,259,99.74,99.74,17,3227,97.4,3313,100,100,0,4,100,4
GCA_46332455.1,GCA_046332455.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332455.1/GCA_046332455.1_mapping_stats.mapping_stats.txt,99.97,99.84,0,309,73.57,420,99.97,99.83,0,169,71.31,237,99.87,99.88,3,1087,99.63,1091,100,99.95,0,7,36.84,19,99.78,99.84,937,180563,98.24,183790,99.99,99.93,1,1741,98.86,1761,99.91,99.87,2,2108,99.57,2117,100,99.95,0,104,100,104,99.98,99.94,18,20520,99.84,20552,99.95,99.88,6,9870,99.35,9935,100,99.86,0,5,100,5,99.98,99.93,13,25502,99.81,25550,99.97,99.9,99.82,0,73,100,73,99.93,64,85748,99.79,85925,100,99.73,0,4,100,4,99.54,98.96,1,50,98.04,99.99,99.9,0,477,100,477,51,99.95,99.93,22,33111,99.81,33175,100,99.92,0,8,100,8,100,100,0,4,80,5,100,100,0,1,100,1,100,99.94,0,48,100,48,99.95,99.9,1,1805,98.85,1826,99.98,99.87,1,895,99.89,896,99.9,99.88,1,250,100,250,99.51,99.62,37,3323,97.25,3417,100,100,0,4,100,4
GCA_46332485.1,GCA_046332485.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332485.1/GCA_046332485.1_mapping_stats.mapping_stats.txt,99.98,99.77,1,372,88.57,420,99.67,99.23,4,228,96.2,237,99.87,99.88,2,1090,99.91,1091,100,99.93,0,7,36.84,19,99.86,99.86,636,182026,99.04,183790,99.99,99.92,1,1748,99.26,1761,99.95,99.88,1,2109,99.62,2117,100,99.94,0,104,100,104,99.95,99.95,14,20513,99.81,20552,99.93,99.87,10,9888,99.53,9935,100,99.88,0,5,100,5,99.98,99.94,8,25504,99.82,25550,99.96,99.78,99.72,1,72,98.63,73,99.94,59,85703,99.74,85925,99.97,99.8,0,4,100,4,99.98,99.86,0,51,100,99.96,99.88,1,476,99.79,477,51,99.98,99.94,10,33117,99.83,33175,100,99.95,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.93,0,48,100,48,99.94,99.9,1,1808,99.01,1826,99.94,99.83,2,896,100,896,99.83,99.89,2,250,100,250,99.56,99.68,28,3365,98.48,3417,100,99.72,0,4,100,4
GCA_46332435.1,GCA_046332435.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332435.1/GCA_046332435.1_mapping_stats.mapping_stats.txt,99.99,99.84,1,368,87.62,420,99.84,99.38,2,208,87.76,237,99.95,99.88,1,1087,99.63,1091,99.95,99.91,0,7,36.84,19,99.91,99.86,340,182236,99.15,183790,99.98,99.91,1,1753,99.55,1761,99.98,99.9,1,2103,99.34,2117,99.99,99.94,0,104,100,104,99.98,99.94,11,20511,99.8,20552,99.95,99.87,8,9886,99.51,9935,99.98,99.87,0,5,100,5,99.98,99.94,7,25495,99.78,25550,99.97,99.91,99.68,1,73,100,73,99.93,74,85756,99.8,85925,100,99.83,0,4,100,4,100,98.76,1,50,98.04,99.99,99.91,0,477,100,477,51,99.95,99.93,21,33130,99.86,33175,100,99.86,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.93,0,47,97.92,48,99.92,99.89,3,1808,99.01,1826,99.98,99.88,1,895,99.89,896,99.95,99.88,0,250,100,250,99.6,99.67,22,3362,98.39,3417,100,100,0,4,100,4
GCA_46332375.1,GCA_046332375.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332375.1/GCA_046332375.1_mapping_stats.mapping_stats.txt,99.98,99.81,1,337,80.24,420,99.98,99.82,0,200,84.39,237,99.92,99.87,1,1089,99.82,1091,100,99.95,0,7,36.84,19,99.89,99.86,515,181410,98.71,183790,99.97,99.92,2,1749,99.32,1761,99.98,99.9,1,2111,99.72,2117,100,99.94,0,104,100,104,99.95,99.94,19,20530,99.89,20552,99.93,99.88,13,9872,99.37,9935,100,99.89,0,5,100,5,99.97,99.94,11,25525,99.9,25550,99.97,99.68,99.82,0,73,100,73,99.93,66,85780,99.83,85925,100,99.78,0,3,75,4,99.17,99.11,1,50,98.04,99.98,99.9,0,476,99.79,477,51,99.97,99.94,14,33145,99.91,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.93,0,48,100,48,99.93,99.9,2,1814,99.34,1826,99.94,99.83,2,893,99.67,896,99.9,99.89,1,250,100,250,99.48,99.6,33,3333,97.54,3417,100,99.72,0,4,100,4
GCA_46332325.1,GCA_046332325.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332325.1/GCA_046332325.1_mapping_stats.mapping_stats.txt,99.3,98.26,12,389,92.62,420,99.25,98.93,6,228,96.2,237,99.93,99.88,1,1090,99.91,1091,99.98,99.98,0,7,36.84,19,99.75,99.86,1149,181730,98.88,183790,99.99,99.91,2,1752,99.49,1761,99.91,99.86,2,2103,99.34,2117,100,99.93,0,104,100,104,99.97,99.94,9,20530,99.89,20552,99.95,99.88,7,9886,99.51,9935,100,99.82,0,5,100,5,99.97,99.94,12,25523,99.89,25550,99.96,99.96,99.85,0,72,98.63,73,99.94,73,85769,99.82,85925,100,99.87,0,4,100,4,100,99.77,0,51,100,99.96,99.87,1,476,99.79,477,51,99.98,99.94,8,33138,99.89,33175,100,99.95,0,8,100,8,99.47,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.96,0,46,95.83,48,99.94,99.9,1,1805,98.85,1826,99.98,99.89,1,890,99.33,896,99.97,99.89,0,250,100,250,99.47,99.64,31,3354,98.16,3417,100,99.72,0,4,100,4
GCA_46332285.1,GCA_046332285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332285.1/GCA_046332285.1_mapping_stats.mapping_stats.txt,99.89,99.69,4,360,85.71,420,99.87,99.28,2,228,96.2,237,99.93,99.88,1,1085,99.45,1091,100,99.98,0,7,36.84,19,99.9,99.85,491,181793,98.91,183790,99.99,99.91,1,1755,99.66,1761,99.98,99.9,0,2106,99.48,2117,100,99.94,0,103,99.04,104,99.98,99.94,9,20510,99.8,20552,99.92,99.85,14,9850,99.14,9935,100,99.85,0,5,100,5,99.98,99.94,8,25511,99.85,25550,99.96,99.92,99.77,0,72,98.63,73,99.94,67,85730,99.77,85925,100,99.89,0,4,100,4,98.4,98.86,1,49,96.08,99.78,99.84,1,458,96.02,477,51,99.95,99.93,23,33113,99.81,33175,100,99.81,0,8,100,8,99.73,98.92,1,5,100,5,100,99,0,1,100,1,100,99.94,0,48,100,48,99.93,99.9,2,1809,99.07,1826,99.98,99.87,1,893,99.67,896,99.97,99.89,0,250,100,250,99.67,99.72,24,3326,97.34,3417,100,100,0,4,100,4
GCA_46332185.1,GCA_046332185.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332185.1/GCA_046332185.1_mapping_stats.mapping_stats.txt,99.94,99.69,4,401,95.48,420,99.78,99.3,2,232,97.89,237,99.87,99.88,3,1087,99.63,1091,100,99.96,0,7,36.84,19,99.83,99.86,666,181351,98.67,183790,99.95,99.88,2,1747,99.2,1761,99.98,99.9,0,2101,99.24,2117,100,99.93,0,104,100,104,99.95,99.94,17,20499,99.74,20552,99.95,99.88,8,9876,99.41,9935,100,99.91,0,5,100,5,99.98,99.94,7,25492,99.77,25550,99.97,99.97,99.89,0,73,100,73,99.93,67,85675,99.71,85925,100,99.8,0,4,100,4,100,98.7,1,48,94.12,99.98,99.89,0,476,99.79,477,51,99.95,99.93,18,33099,99.77,33175,100,99.95,0,8,100,8,98.93,97.46,1,5,100,5,100,99.5,0,1,100,1,100,99.95,0,47,97.92,48,99.93,99.88,2,1805,98.85,1826,99.95,99.83,2,890,99.33,896,99.68,99.89,2,249,99.6,250,99.62,99.73,25,3329,97.42,3417,100,100,0,4,100,4
GCA_46332195.1,GCA_046332195.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332195.1/GCA_046332195.1_mapping_stats.mapping_stats.txt,99.98,99.75,4,383,91.19,420,99.86,99.39,2,220,92.83,237,99.94,99.87,1,1088,99.73,1091,100,99.95,0,7,36.84,19,99.83,99.85,705,181409,98.7,183790,99.99,99.91,1,1744,99.03,1761,99.94,99.88,1,2104,99.39,2117,100,99.93,0,104,100,104,99.94,99.94,19,20513,99.81,20552,99.93,99.87,11,9883,99.48,9935,100,99.94,0,5,100,5,99.97,99.93,13,25522,99.89,25550,99.96,99.97,99.79,0,73,100,73,99.93,84,85757,99.8,85925,100,99.82,0,4,100,4,100,98.8,1,50,98.04,99.99,99.9,0,475,99.58,477,51,99.93,99.93,29,33111,99.81,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.91,0,48,100,48,99.92,99.9,3,1807,98.96,1826,99.94,99.83,2,894,99.78,896,99.75,99.88,1,249,99.6,250,99.52,99.69,29,3332,97.51,3417,100,100,0,4,100,4
GCA_46332135.1,GCA_046332135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332135.1/GCA_046332135.1_mapping_stats.mapping_stats.txt,99.98,99.77,2,369,87.86,420,99.97,99.78,0,223,94.09,237,99.91,99.88,2,1087,99.63,1091,100,99.87,0,8,42.11,19,99.77,99.84,818,181783,98.91,183790,99.99,99.91,1,1751,99.43,1761,99.95,99.87,1,2101,99.24,2117,99.99,99.94,0,104,100,104,99.97,99.94,16,20511,99.8,20552,99.94,99.87,10,9878,99.43,9935,100,99.77,0,5,100,5,99.98,99.93,9,25504,99.82,25550,99.96,99.67,99.84,1,73,100,73,99.93,85,85700,99.74,85925,99.86,99.86,0,4,100,4,100,99.87,0,49,96.08,99.83,99.9,1,476,99.79,477,51,99.94,99.93,34,33119,99.83,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.94,0,48,100,48,99.93,99.9,2,1809,99.07,1826,99.94,99.83,2,892,99.55,896,99.98,99.89,0,250,100,250,99.64,99.7,27,3346,97.92,3417,100,100,0,4,100,4
GCA_46332025.1,GCA_046332025.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332025.1/GCA_046332025.1_mapping_stats.mapping_stats.txt,99.98,99.74,4,374,89.05,420,99.98,99.78,0,227,95.78,237,99.9,99.87,1,1090,99.91,1091,99.95,99.96,0,7,36.84,19,99.83,99.85,691,181413,98.71,183790,99.99,99.91,1,1745,99.09,1761,99.95,99.9,1,2102,99.29,2117,100,99.95,0,104,100,104,99.95,99.95,11,20506,99.78,20552,99.94,99.87,9,9883,99.48,9935,99.98,99.79,0,5,100,5,99.98,99.94,9,25493,99.78,25550,99.96,99.98,99.81,0,73,100,73,99.94,66,85702,99.74,85925,100,99.77,0,4,100,4,100,98.72,1,49,96.08,99.81,99.89,1,474,99.37,477,51,99.96,99.93,21,33114,99.82,33175,100,99.87,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.95,0,48,100,48,99.93,99.9,2,1810,99.12,1826,99.97,99.89,1,894,99.78,896,99.9,99.88,1,250,100,250,99.71,99.73,22,3337,97.66,3417,100,100,0,4,100,4
