genbank_accession,file,path,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_mapped,TEC_percentage,TEC_total,artifact_mapped,artifact_percentage,artifact_total,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_18471545.2,GCA_018471545.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018471545.2/GCA_018471545.2_mapping_stats.mapping_stats.txt,366,89.05,411,210,88.61,237,1016,99.8,1018,7,36.84,19,34452,99.62,34584,1863,99.25,1877,2197,99.46,2209,10456,99.51,10507,19310,99.63,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,934,99.47,939,259,100,259,3221,97.28,3311,4,100,4
GCA_18471535.2,GCA_018471535.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018471535.2/GCA_018471535.2_mapping_stats.mapping_stats.txt,380,92.46,411,218,91.98,237,1017,99.9,1018,7,36.84,19,34419,99.52,34584,1869,99.57,1877,2190,99.14,2209,10444,99.4,10507,19290,99.53,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,259,100,259,3227,97.46,3311,4,100,4
GCA_18467015.2,GCA_018467015.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018467015.2/GCA_018467015.2_mapping_stats.mapping_stats.txt,322,78.35,411,184,77.64,237,1014,99.61,1018,7,36.84,19,34440,99.58,34584,1864,99.31,1877,2193,99.28,2209,10438,99.34,10507,19310,99.63,19381,2,50,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,937,99.79,939,258,99.61,259,3232,97.61,3311,4,100,4
GCA_18466985.2,GCA_018466985.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018466985.2/GCA_018466985.2_mapping_stats.mapping_stats.txt,387,94.16,411,227,95.78,237,1016,99.8,1018,7,36.84,19,34425,99.54,34584,1866,99.41,1877,2197,99.46,2209,10450,99.46,10507,19303,99.6,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,258,99.61,259,3221,97.28,3311,4,100,4
GCA_18470445.2,GCA_018470445.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018470445.2/GCA_018470445.2_mapping_stats.mapping_stats.txt,366,89.05,411,230,97.05,237,1014,99.61,1018,7,36.84,19,34448,99.61,34584,1862,99.2,1877,2200,99.59,2209,10449,99.45,10507,19312,99.64,19381,3,75,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1873,98.94,1893,939,100,939,258,99.61,259,3251,98.19,3311,4,100,4
GCA_18469875.2,GCA_018469875.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018469875.2/GCA_018469875.2_mapping_stats.mapping_stats.txt,383,93.19,411,224,94.51,237,1016,99.8,1018,7,36.84,19,34448,99.61,34584,1865,99.36,1877,2192,99.23,2209,10453,99.49,10507,19295,99.56,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1876,99.1,1893,937,99.79,939,258,99.61,259,3225,97.4,3311,4,100,4
GCA_18470455.2,GCA_018470455.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018470455.2/GCA_018470455.2_mapping_stats.mapping_stats.txt,358,87.1,411,225,94.94,237,1016,99.8,1018,7,36.84,19,34435,99.57,34584,1860,99.09,1877,2197,99.46,2209,10445,99.41,10507,19310,99.63,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1874,99,1893,937,99.79,939,258,99.61,259,3242,97.92,3311,4,100,4
GCA_18472855.2,GCA_018472855.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018472855.2/GCA_018472855.2_mapping_stats.mapping_stats.txt,406,98.78,411,231,97.47,237,1017,99.9,1018,7,36.84,19,34452,99.62,34584,1869,99.57,1877,2199,99.55,2209,10459,99.54,10507,19328,99.73,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,939,100,939,259,100,259,3261,98.49,3311,4,100,4
GCA_18473295.2,GCA_018473295.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018473295.2/GCA_018473295.2_mapping_stats.mapping_stats.txt,320,77.86,411,183,77.22,237,1016,99.8,1018,7,36.84,19,34393,99.45,34584,1860,99.09,1877,2194,99.32,2209,10446,99.42,10507,19296,99.56,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1868,98.68,1893,936,99.68,939,258,99.61,259,3227,97.46,3311,4,100,4
GCA_42031945.1,GCA_042031945.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031945.1/GCA_042031945.1_mapping_stats.mapping_stats.txt,316,76.89,411,162,68.35,237,1017,99.9,1018,7,36.84,19,34413,99.51,34584,1870,99.63,1877,2196,99.41,2209,10439,99.35,10507,19298,99.57,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1874,99,1893,937,99.79,939,259,100,259,3240,97.86,3311,4,100,4
GCA_42030705.1,GCA_042030705.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030705.1/GCA_042030705.1_mapping_stats.mapping_stats.txt,384,93.43,411,233,98.31,237,1017,99.9,1018,7,36.84,19,34436,99.57,34584,1862,99.2,1877,2195,99.37,2209,10463,99.58,10507,19311,99.64,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,938,99.89,939,258,99.61,259,3244,97.98,3311,4,100,4
GCA_42030605.1,GCA_042030605.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030605.1/GCA_042030605.1_mapping_stats.mapping_stats.txt,330,80.29,411,177,74.68,237,1014,99.61,1018,7,36.84,19,34391,99.44,34584,1868,99.52,1877,2194,99.32,2209,10437,99.33,10507,19281,99.48,19381,4,100,4,49,92.45,487,99.59,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1864,98.47,1893,938,99.89,939,259,100,259,3222,97.31,3311,4,100,4
GCA_42031775.1,GCA_042031775.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031775.1/GCA_042031775.1_mapping_stats.mapping_stats.txt,366,89.05,411,205,86.5,237,1017,99.9,1018,7,36.84,19,34387,99.43,34584,1866,99.41,1877,2195,99.37,2209,10436,99.32,10507,19313,99.65,19381,3,75,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,938,99.89,939,258,99.61,259,3213,97.04,3311,4,100,4
GCA_42031805.1,GCA_042031805.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031805.1_mapping_stats.mapping_stats.txt,352,85.64,411,218,91.98,237,1015,99.71,1018,7,36.84,19,34424,99.54,34584,1862,99.2,1877,2200,99.59,2209,10452,99.48,10507,19300,99.58,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1871,98.84,1893,938,99.89,939,257,99.23,259,3239,97.83,3311,4,100,4
GCA_42032115.1,GCA_042032115.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042032115.1_mapping_stats.mapping_stats.txt,369,89.78,411,227,95.78,237,1013,99.51,1018,7,36.84,19,34432,99.56,34584,1863,99.25,1877,2198,99.5,2209,10439,99.35,10507,19297,99.57,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1869,98.73,1893,936,99.68,939,259,100,259,3234,97.67,3311,4,100,4
GCA_42030225.1,GCA_042030225.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030225.1_mapping_stats.mapping_stats.txt,396,96.35,411,230,97.05,237,1014,99.61,1018,7,36.84,19,34404,99.48,34584,1865,99.36,1877,2191,99.19,2209,10439,99.35,10507,19287,99.51,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,933,99.36,939,259,100,259,3228,97.49,3311,4,100,4
GCA_42030255.1,GCA_042030255.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030255.1_mapping_stats.mapping_stats.txt,360,87.59,411,230,97.05,237,1016,99.8,1018,7,36.84,19,34405,99.48,34584,1863,99.25,1877,2194,99.32,2209,10453,99.49,10507,19301,99.59,19381,4,100,4,52,98.11,485,99.18,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1871,98.84,1893,939,100,939,259,100,259,3228,97.49,3311,4,100,4
GCA_42031845.1,GCA_042031845.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042031845.1_mapping_stats.mapping_stats.txt,380,92.46,411,227,95.78,237,1015,99.71,1018,7,36.84,19,34430,99.55,34584,1864,99.31,1877,2199,99.55,2209,10435,99.31,10507,19304,99.6,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,935,99.57,939,258,99.61,259,3219,97.22,3311,4,100,4
GCA_42030695.1,GCA_042030695.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030695.1_mapping_stats.mapping_stats.txt,387,94.16,411,233,98.31,237,1015,99.71,1018,7,36.84,19,34418,99.52,34584,1865,99.36,1877,2192,99.23,2209,10429,99.26,10507,19294,99.55,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1874,99,1893,936,99.68,939,256,98.84,259,3233,97.64,3311,4,100,4
GCA_42031485.1,GCA_042031485.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi/hprc/v2_missing_stats/GCA_042031485.1_mapping_stats.mapping_stats.txt,348,84.67,411,201,84.81,237,1017,99.9,1018,7,36.84,19,34410,99.5,34584,1867,99.47,1877,2197,99.46,2209,10434,99.31,10507,19316,99.66,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,939,100,939,256,98.84,259,3227,97.46,3311,4,100,4
GCA_42031355.1,GCA_042031355.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031355.1/GCA_042031355.1_mapping_stats.mapping_stats.txt,386,93.92,411,226,95.36,237,1016,99.8,1018,7,36.84,19,34426,99.54,34584,1868,99.52,1877,2201,99.64,2209,10437,99.33,10507,19311,99.64,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,935,99.57,939,259,100,259,3241,97.89,3311,4,100,4
GCA_42030975.1,GCA_042030975.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030975.1/GCA_042030975.1_mapping_stats.mapping_stats.txt,339,82.48,411,199,83.97,237,1017,99.9,1018,7,36.84,19,34435,99.57,34584,1859,99.04,1877,2199,99.55,2209,10440,99.36,10507,19318,99.67,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1878,99.21,1893,939,100,939,258,99.61,259,3246,98.04,3311,4,100,4
GCA_42031405.1,GCA_042031405.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031405.1/GCA_042031405.1_mapping_stats.mapping_stats.txt,321,78.1,411,179,75.53,237,1015,99.71,1018,7,36.84,19,34410,99.5,34584,1867,99.47,1877,2195,99.37,2209,10454,99.5,10507,19296,99.56,19381,4,100,4,50,94.34,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1882,99.42,1893,936,99.68,939,259,100,259,3222,97.31,3311,4,100,4
GCA_42031415.1,GCA_042031415.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031415.1/GCA_042031415.1_mapping_stats.mapping_stats.txt,367,89.29,411,204,86.08,237,1016,99.8,1018,7,36.84,19,34404,99.48,34584,1871,99.68,1877,2196,99.41,2209,10438,99.34,10507,19299,99.58,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,937,99.79,939,259,100,259,3236,97.73,3311,4,100,4
GCA_42031955.1,GCA_042031955.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042031955.1/GCA_042031955.1_mapping_stats.mapping_stats.txt,386,93.92,411,225,94.94,237,1016,99.8,1018,7,36.84,19,34436,99.57,34584,1868,99.52,1877,2199,99.55,2209,10443,99.39,10507,19317,99.67,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,936,99.68,939,259,100,259,3240,97.86,3311,4,100,4
GCA_42030595.1,GCA_042030595.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042030595.1/GCA_042030595.1_mapping_stats.mapping_stats.txt,384,93.43,411,227,95.78,237,1017,99.9,1018,7,36.84,19,34426,99.54,34584,1867,99.47,1877,2196,99.41,2209,10458,99.53,10507,19301,99.59,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1867,98.63,1893,937,99.79,939,259,100,259,3224,97.37,3311,4,100,4
GCA_42032335.1,GCA_042032335.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042032335.1/GCA_042032335.1_mapping_stats.mapping_stats.txt,405,98.54,411,233,98.31,237,1016,99.8,1018,7,36.84,19,34413,99.51,34584,1869,99.57,1877,2195,99.37,2209,10438,99.34,10507,19283,99.49,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1867,98.63,1893,936,99.68,939,259,100,259,3214,97.07,3311,4,100,4
GCA_42034145.1,GCA_042034145.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042034145.1_mapping_stats.mapping_stats.txt,358,87.1,411,216,91.14,237,1017,99.9,1018,7,36.84,19,34415,99.51,34584,1864,99.31,1877,2193,99.28,2209,10442,99.38,10507,19301,99.59,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1866,98.57,1893,935,99.57,939,259,100,259,3202,96.71,3311,4,100,4
GCA_42034175.1,GCA_042034175.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042034175.1_mapping_stats.mapping_stats.txt,372,90.51,411,232,97.89,237,1017,99.9,1018,7,36.84,19,34430,99.55,34584,1866,99.41,1877,2201,99.64,2209,10449,99.45,10507,19301,99.59,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,939,100,939,259,100,259,3226,97.43,3311,3,75,4
GCA_42034155.1,GCA_042034155.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_042034155.1/GCA_042034155.1_mapping_stats.mapping_stats.txt,392,95.38,411,228,96.2,237,1015,99.71,1018,7,36.84,19,34465,99.66,34584,1870,99.63,1877,2199,99.55,2209,10470,99.65,10507,19321,99.69,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,935,99.57,939,259,100,259,3262,98.52,3311,4,100,4
GCA_42034105.1,GCA_042034105.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034105.1/GCA_042034105.1_mapping_stats.mapping_stats.txt,405,98.54,411,234,98.73,237,1015,99.71,1018,7,36.84,19,34425,99.54,34584,1867,99.47,1877,2197,99.46,2209,10436,99.32,10507,19306,99.61,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,938,99.89,939,259,100,259,3245,98.01,3311,4,100,4
GCA_42034195.1,GCA_042034195.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034195.1/GCA_042034195.1_mapping_stats.mapping_stats.txt,395,96.11,411,228,96.2,237,1016,99.8,1018,7,36.84,19,34425,99.54,34584,1867,99.47,1877,2198,99.5,2209,10451,99.47,10507,19276,99.46,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,939,100,939,258,99.61,259,3212,97.01,3311,4,100,4
GCA_42034465.1,GCA_042034465.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034465.1/GCA_042034465.1_mapping_stats.mapping_stats.txt,380,92.46,411,224,94.51,237,1011,99.31,1018,7,36.84,19,34417,99.52,34584,1869,99.57,1877,2197,99.46,2209,10456,99.51,10507,19284,99.5,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,931,99.15,939,259,100,259,3240,97.86,3311,4,100,4
GCA_42034505.1,GCA_042034505.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034505.1/GCA_042034505.1_mapping_stats.mapping_stats.txt,381,92.7,411,228,96.2,237,1017,99.9,1018,7,36.84,19,34420,99.53,34584,1864,99.31,1877,2197,99.46,2209,10411,99.09,10507,19278,99.47,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,935,99.57,939,259,100,259,3232,97.61,3311,4,100,4
GCA_42034525.1,GCA_042034525.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034525.1/GCA_042034525.1_mapping_stats.mapping_stats.txt,390,94.89,411,232,97.89,237,1016,99.8,1018,7,36.84,19,34423,99.53,34584,1863,99.25,1877,2194,99.32,2209,10444,99.4,10507,19306,99.61,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1880,99.31,1893,936,99.68,939,258,99.61,259,3229,97.52,3311,4,100,4
GCA_42034585.1,GCA_042034585.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034585.1/GCA_042034585.1_mapping_stats.mapping_stats.txt,347,84.43,411,212,89.45,237,1016,99.8,1018,7,36.84,19,34405,99.48,34584,1863,99.25,1877,2194,99.32,2209,10431,99.28,10507,19311,99.64,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,935,99.57,939,259,100,259,3216,97.13,3311,4,100,4
GCA_42034575.1,GCA_042034575.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042034575.1/GCA_042034575.1_mapping_stats.mapping_stats.txt,347,84.43,411,221,93.25,237,1017,99.9,1018,7,36.84,19,34425,99.54,34584,1858,98.99,1877,2199,99.55,2209,10438,99.34,10507,19315,99.66,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,936,99.68,939,258,99.61,259,3235,97.7,3311,4,100,4
GCA_42035175.1,GCA_042035175.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042035175.1/GCA_042035175.1_mapping_stats.mapping_stats.txt,369,89.78,411,223,94.09,237,1015,99.71,1018,7,36.84,19,34419,99.52,34584,1862,99.2,1877,2195,99.37,2209,10445,99.41,10507,19306,99.61,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1862,98.36,1893,937,99.79,939,259,100,259,3224,97.37,3311,4,100,4
GCA_18471515.2,GCA_018471515.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018471515.2/GCA_018471515.2_mapping_stats.mapping_stats.txt,395,96.11,411,218,91.98,237,1018,100,1018,7,36.84,19,34456,99.63,34584,1865,99.36,1877,2198,99.5,2209,10461,99.56,10507,19326,99.72,19381,2,50,4,50,94.34,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,937,99.79,939,259,100,259,3245,98.01,3311,4,100,4
GCA_42036935.1,GCA_042036935.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042036935.1/GCA_042036935.1_mapping_stats.mapping_stats.txt,368,89.54,411,228,96.2,237,1014,99.61,1018,7,36.84,19,34396,99.46,34584,1866,99.41,1877,2197,99.46,2209,10444,99.4,10507,19296,99.56,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,933,99.36,939,259,100,259,3224,97.37,3311,4,100,4
GCA_42037155.1,GCA_042037155.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042037155.1/GCA_042037155.1_mapping_stats.mapping_stats.txt,332,80.78,411,193,81.43,237,1017,99.9,1018,7,36.84,19,34429,99.55,34584,1870,99.63,1877,2197,99.46,2209,10453,99.49,10507,19323,99.7,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1873,98.94,1893,936,99.68,939,258,99.61,259,3235,97.7,3311,4,100,4
GCA_42037715.1,GCA_042037715.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042037715.1/GCA_042037715.1_mapping_stats.mapping_stats.txt,342,83.21,411,215,90.72,237,1013,99.51,1018,7,36.84,19,34444,99.6,34584,1866,99.41,1877,2194,99.32,2209,10454,99.5,10507,19316,99.66,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,939,100,939,258,99.61,259,3239,97.83,3311,4,100,4
GCA_18472565.2,GCA_018472565.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018472565.2/GCA_018472565.2_mapping_stats.mapping_stats.txt,387,94.16,411,224,94.51,237,1017,99.9,1018,7,36.84,19,34353,99.33,34584,1863,99.25,1877,2192,99.23,2209,10423,99.2,10507,19235,99.25,19381,4,100,4,51,96.23,486,99.39,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1871,98.84,1893,934,99.47,939,255,98.46,259,3239,97.83,3311,4,100,4
GCA_18472685.2,GCA_018472685.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018472685.2/GCA_018472685.2_mapping_stats.mapping_stats.txt,360,87.59,411,213,89.87,237,1017,99.9,1018,7,36.84,19,34445,99.6,34584,1866,99.41,1877,2195,99.37,2209,10451,99.47,10507,19307,99.62,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,939,100,939,259,100,259,3233,97.64,3311,4,100,4
GCA_42037735.1,GCA_042037735.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042037735.1_mapping_stats.mapping_stats.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_42037225.1,GCA_042037225.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042037225.1_mapping_stats.mapping_stats.txt,380,92.46,411,212,89.45,237,1016,99.8,1018,7,36.84,19,34418,99.52,34584,1866,99.41,1877,2197,99.46,2209,10448,99.44,10507,19304,99.6,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,937,99.79,939,259,100,259,3204,96.77,3311,4,100,4
GCA_18469665.2,GCA_018469665.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018469665.2/GCA_018469665.2_mapping_stats.mapping_stats.txt,378,91.97,411,228,96.2,237,1017,99.9,1018,7,36.84,19,34456,99.63,34584,1869,99.57,1877,2190,99.14,2209,10459,99.54,10507,19310,99.63,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1878,99.21,1893,939,100,939,259,100,259,3237,97.77,3311,4,100,4
